loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
3.370695114135742,0.14313918352127075,0.3445212244987488,0.43830206990242004,2.9939639568328857,0.3316880464553833,0.44323790073394775,0.49259623885154724
