loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
3.8837454319000244,0.12833169102668762,0.27048370242118835,0.363277405500412,3.1740617752075195,0.24876603484153748,0.336623877286911,0.47976309061050415
