loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
1.6971955299377441,0.6317867636680603,0.7522211074829102,0.801579475402832,10.812891006469727,0.08292201161384583,0.2497532069683075,0.35143139958381653
