,loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
0,1.8114662170410156,0.43828079104423523,0.7352799773216248,0.8335874080657959,1.8917917013168335,0.4765492081642151,0.7876306176185608,0.8743377923965454
1,1.2173054218292236,0.5743818879127502,0.8827319741249084,0.95152348279953,1.8665755987167358,0.4839368164539337,0.8067071437835693,0.8859538435935974
2,1.0842843055725098,0.609387993812561,0.9109299778938293,0.9669555425643921,1.9258716106414795,0.495795875787735,0.8038396239280701,0.8839854001998901
3,1.0104141235351562,0.628336489200592,0.926137387752533,0.9747292995452881,1.9470716714859009,0.5092344880104065,0.8230376839637756,0.8907411694526672
4,0.9617823958396912,0.6414911150932312,0.9349982142448425,0.9787801504135132,1.9489285945892334,0.5165978074073792,0.8201215267181396,0.8951154351234436
5,0.9224771857261658,0.6522771716117859,0.9420249462127686,0.9824422597885132,1.8955051898956299,0.5196597576141357,0.8281166553497314,0.8990522623062134
6,0.8976946473121643,0.6591885089874268,0.9466891884803772,0.984088122844696,1.969147801399231,0.5188092589378357,0.8325880765914917,0.8988821506500244
7,0.872784435749054,0.6668468117713928,0.9498047232627869,0.986001193523407,1.9722564220428467,0.511494517326355,0.8223815560340881,0.8969623446464539
8,0.8576172590255737,0.669895589351654,0.9520639777183533,0.9868211150169373,1.9852131605148315,0.5173511505126953,0.8324422836303711,0.9001458287239075
9,0.8410167694091797,0.6746144890785217,0.9557079076766968,0.9880721569061279,1.9005250930786133,0.5355285406112671,0.8378857970237732,0.9043742418289185
10,0.8281906843185425,0.677821159362793,0.9576088190078735,0.9886855483055115,2.082388162612915,0.5044228434562683,0.8251032829284668,0.8973268270492554
11,0.8173633217811584,0.6810339093208313,0.9586048722267151,0.9897483587265015,2.031768560409546,0.5192709565162659,0.8329769372940063,0.9023086428642273
12,0.808318018913269,0.6850847601890564,0.9603478908538818,0.9895418882369995,2.084186553955078,0.5184447169303894,0.8243499398231506,0.8997812867164612
13,0.8007563352584839,0.6863054633140564,0.9614167809486389,0.9899548888206482,2.0085136890411377,0.5109599232673645,0.8338031768798828,0.902065634727478
14,0.7900862693786621,0.6893603205680847,0.9630504846572876,0.9910237789154053,2.0151455402374268,0.520315945148468,0.8353827595710754,0.9024544358253479
15,0.675485372543335,0.7249676585197449,0.9776444435119629,0.9956819415092468,2.0346972942352295,0.5361117720603943,0.8514702320098877,0.9108870029449463
16,0.6488230228424072,0.732856810092926,0.9804320335388184,0.9963499903678894,2.07007098197937,0.5363547801971436,0.8526610136032104,0.9115188121795654
17,0.6393325328826904,0.7356504797935486,0.9815252423286438,0.9968237280845642,2.09531307220459,0.5357958674430847,0.8525151610374451,0.9117861390113831
18,0.6353655457496643,0.7369076609611511,0.9817681312561035,0.996860146522522,2.0979580879211426,0.5365977883338928,0.8537302613258362,0.9122721552848816
19,0.6293631196022034,0.7394401431083679,0.9820171594619751,0.9970241189002991,2.1068012714385986,0.5385419130325317,0.8547266125679016,0.9126852750778198
